gene_id	gene_symbol	description	scientific_name	common_name	tax_id	genomic_range	orientation	location	gene_type	transcript_accession	transcript_name	transcript_length	transcript_cds_coords	protein_accession	isoform_name	protein_length	protein_name
105705080	ACE2	angiotensin converting enzyme 2	Aotus nancymaae	Ma's night monkey	37293	NW_018503468.1:7099035-7145538	+	chr Un	PROTEIN_CODING	XM_012434682.2		3493	XM_012434682.2:215-2632	XP_012290105.1		805	angiotensin-converting enzyme 2
105805773	ACE2	angiotensin converting enzyme 2	Propithecus coquereli	Coquerel's sifaka	379532	NW_012137414.1:538873-582188	+	chr Un	PROTEIN_CODING	XM_012638731.1	transcript variant X1	3564	XM_012638731.1:239-2719	XP_012494185.1		826	angiotensin-converting enzyme 2
105805773	ACE2	angiotensin converting enzyme 2	Propithecus coquereli	Coquerel's sifaka	379532	NW_012137414.1:538873-582188	+	chr Un	PROTEIN_CODING	XM_012638732.1	transcript variant X2	3441	XM_012638732.1:116-2596	XP_012494186.1		826	angiotensin-converting enzyme 2
105882317	ACE2	angiotensin converting enzyme 2	Microcebus murinus	gray mouse lemur	30608	NC_033692.1:102229849-102294605	-	chr X	PROTEIN_CODING	XM_020285237.1		2851	XM_020285237.1:30-2585	XP_020140826.1		851	angiotensin-converting enzyme 2
105893318	ace2	angiotensin I converting enzyme 2	Clupea harengus	Atlantic herring	7950	NC_045172.1:3212301-3221298	-	chr 21	PROTEIN_CODING	XM_031558926.1		2988	XM_031558926.1:197-2662	XP_031414786.1		821	angiotensin-converting enzyme 2
105934464	ace2	angiotensin I converting enzyme 2	Fundulus heteroclitus	mummichog	8078	NC_046364.1:14560361-14576550	-	chr 4	PROTEIN_CODING	XM_021322522.2	transcript variant X1	4337	XM_021322522.2:1147-3576	XP_021178197.2		809	angiotensin-converting enzyme 2
105934464	ace2	angiotensin I converting enzyme 2	Fundulus heteroclitus	mummichog	8078	NC_046364.1:14560361-14576550	-	chr 4	PROTEIN_CODING	XM_021322523.2	transcript variant X2	3600	XM_021322523.2:410-2839	XP_021178198.2		809	angiotensin-converting enzyme 2
105997641	Ace2	angiotensin converting enzyme 2	Dipodomys ordii	Ord's kangaroo rat	10020	NW_012267366.1:4286851-4329076	-	chr Un	PROTEIN_CODING	XM_013032119.1	transcript variant X2	3062	XM_013032119.1:190-2412	XP_012887573.1	isoform X2	740	angiotensin-converting enzyme 2
105997641	Ace2	angiotensin converting enzyme 2	Dipodomys ordii	Ord's kangaroo rat	10020	NW_012267366.1:4286851-4329076	-	chr Un	PROTEIN_CODING	XM_013032118.1	transcript variant X1	3257	XM_013032118.1:190-2607	XP_012887572.1	isoform X1	805	angiotensin-converting enzyme 2
106037784	ACE2	angiotensin converting enzyme 2	Anser cygnoides domesticus		381198	NW_013185715.1:427782-452829	-	chr Un	PROTEIN_CODING	XM_013183846.1		4006	XM_013183846.1:910-3327	XP_013039300.1		805	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
106490772	ACE2	angiotensin converting enzyme 2	Apteryx mantelli mantelli		202946	NW_013987740.1:10635530-10666104	-	chr Un	PROTEIN_CODING	XM_013950282.1		3050	XM_013950282.1:1-2334	XP_013805736.1		777	angiotensin-converting enzyme 2
106536269	ace2	angiotensin I converting enzyme 2	Austrofundulus limnaeus		52670	NW_013954153.1:18165-35489	+	chr Un	PROTEIN_CODING	XM_014033474.1		3149	XM_014033474.1:77-2536	XP_013888928.1		819	angiotensin-converting enzyme 2
106553039	ACE2	angiotensin converting enzyme 2	Thamnophis sirtalis		35019	NW_013659842.1:34420-67858	-	chr Un	PROTEIN_CODING	XM_014071461.1		1452	XM_014071461.1:70-1452	XP_013926936.1		461	angiotensin-converting enzyme 2
106609069	ace2	angiotensin I converting enzyme 2	Salmo salar	Atlantic salmon	8030	NC_027306.1:28687443-28707310	+	chr ssa07	PROTEIN_CODING	XM_014207453.1		2143	XM_014207453.1:31-2091	XP_014062928.1		686	angiotensin-converting enzyme 2
106841569	ACE2	angiotensin converting enzyme 2	Equus asinus	ass	9793	NW_014638157.1:308422-353928	+	chr Un	PROTEIN_CODING	XM_014857647.1		3317	XM_014857647.1:82-2433	XP_014713133.1		783	angiotensin-converting enzyme 2
106852915	ACE2	angiotensin converting enzyme 2	Sturnus vulgaris	Common starling	9172	NW_014650533.1:1920797-1945913	-	chr Un	PROTEIN_CODING	XM_014875884.1		3170	XM_014875884.1:119-2551	XP_014731370.1		810	angiotensin-converting enzyme 2
106898778	ACE2	angiotensin converting enzyme 2	Calidris pugnax	ruff	198806	NW_015091257.1:12572032-12601016	-	chr Un	PROTEIN_CODING	XM_014960219.1		2968	XM_014960219.1:73-2502	XP_014815705.1		809	angiotensin-converting enzyme 2
106914635	ace2	angiotensin I converting enzyme 2	Poecilia mexicana		48701	NW_015094636.1:292096-301396	-	chr Un	PROTEIN_CODING	XM_014981539.1		3582	XM_014981539.1:373-2799	XP_014837025.1		808	angiotensin-converting enzyme 2
106952008	ace2	angiotensin I converting enzyme 2	Poecilia latipinna	sailfin molly	48699	NW_015113104.1:79607-92300	-	chr Un	PROTEIN_CODING	XM_015039827.1		3583	XM_015039827.1:373-2799	XP_014895313.1		808	angiotensin-converting enzyme 2
106974224	ACE2	angiotensin converting enzyme 2	Acinonyx jubatus	cheetah	32536	NW_020836475.1:4980414-5020789	-	chr Un	PROTEIN_CODING	XM_027054499.1	transcript variant X4	3301	XM_027054499.1:418-2469	XP_026910300.1	isoform X3	683	angiotensin-converting enzyme 2
106974224	ACE2	angiotensin converting enzyme 2	Acinonyx jubatus	cheetah	32536	NW_020836475.1:4980414-5020789	-	chr Un	PROTEIN_CODING	XM_027054498.1	transcript variant X3	3457	XM_027054498.1:391-2625	XP_026910299.1	isoform X2	744	angiotensin-converting enzyme 2
106974224	ACE2	angiotensin converting enzyme 2	Acinonyx jubatus	cheetah	32536	NW_020836475.1:4980414-5020789	-	chr Un	PROTEIN_CODING	XM_027054497.1	transcript variant X2	3243	XM_027054497.1:340-2757	XP_026910298.1	isoform X1	805	angiotensin-converting enzyme 2
106974224	ACE2	angiotensin converting enzyme 2	Acinonyx jubatus	cheetah	32536	NW_020836475.1:4980414-5020789	-	chr Un	PROTEIN_CODING	XM_027054496.1	transcript variant X1	3589	XM_027054496.1:340-2757	XP_026910297.1	isoform X1	805	angiotensin-converting enzyme 2
106974224	ACE2	angiotensin converting enzyme 2	Acinonyx jubatus	cheetah	32536	NW_020836475.1:4980414-5020789	-	chr Un	PROTEIN_CODING	XM_027054500.1	transcript variant X5	3151	XM_027054500.1:268-2319	XP_026910301.1	isoform X3	683	angiotensin-converting enzyme 2
107082518	ace2	angiotensin I converting enzyme 2	Cyprinodon variegatus	sheepshead minnow	28743	NW_015150508.1:1791615-1800186	-	chr Un	PROTEIN_CODING	XM_015371244.1		2460	XM_015371244.1:1-2460	XP_015226730.1		819	angiotensin-converting enzyme 2
107115822	ACE2	angiotensin converting enzyme 2	Gekko japonicus		146911	NW_015170275.1:739452-788847	-	chr Un	PROTEIN_CODING	XM_015417581.1		2451	XM_015417581.1:1-2451	XP_015273067.1		816	angiotensin-converting enzyme 2
107144246	Ace2	angiotensin converting enzyme 2	Marmota marmota marmota	Alpine marmot	9994	NW_015351231.1:5387321-5433745	-	chr Un	PROTEIN_CODING	XM_015488054.1		3368	XM_015488054.1:69-2522	XP_015343540.1		817	angiotensin-converting enzyme 2
107206020	ACE2	angiotensin converting enzyme 2	Parus major	Great Tit	9157	NC_031768.1:16847185-16872518	+	chr 1	PROTEIN_CODING	XM_015631329.2		3276	XM_015631329.2:133-2577	XP_015486815.1		814	angiotensin-converting enzyme 2
107290068	ACE2	angiotensin converting enzyme 2	Protobothrops mucrosquamatus		103944	NW_015387079.1:6340-87761	+	chr Un	PROTEIN_CODING	XM_029284675.1		2586	XM_029284675.1:1-2586	XP_029140508.1		861	angiotensin-converting enzyme 2
107325566	ACE2	angiotensin converting enzyme 2	Coturnix japonica	Japanese quail	93934	NC_029516.1:109848684-109871435	+	chr 1	PROTEIN_CODING	XM_015886577.2		3890	XM_015886577.2:138-2561	XP_015742063.1		807	angiotensin-converting enzyme 2
107381688	ace2	angiotensin I converting enzyme 2	Nothobranchius furzeri	turquoise killifish	105023	NC_029655.1:40218814-40226545	+	chr sgr07	PROTEIN_CODING	XM_015953491.1		3811	XM_015953491.1:158-2575	XP_015808977.1		805	angiotensin-converting enzyme 2
107497263	ACE2	angiotensin converting enzyme 2	Rousettus aegyptiacus	Egyptian rousette	9407	NW_023416312.1:4250664-4290284	-	chr Un	PROTEIN_CODING	XM_016118926.2		3582	XM_016118926.2:337-2754	XP_015974412.2		805	angiotensin-converting enzyme 2
107529512	ACE2	angiotensin converting enzyme 2	Miniopterus natalensis		291302	NW_015504331.1:1935845-1977169	-	chr Un	PROTEIN_CODING	XM_016202967.1		3378	XM_016202967.1:107-2521	XP_016058453.1		804	angiotensin-converting enzyme 2
107691301	ace2	angiotensin I converting enzyme 2	Sinocyclocheilus anshuiensis		1608454	NW_015542345.1:1227401-1243507	+	chr Un	PROTEIN_CODING	XM_016489839.1		2504	XM_016489839.1:57-2486	XP_016345325.1		809	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
107751135	ace2	angiotensin I converting enzyme 2	Sinocyclocheilus rhinocerous		307959	NW_015639297.1:900107-913857	+	chr Un	PROTEIN_CODING	XM_016566757.1	transcript variant X2	2389	XM_016566757.1:56-2389	XP_016422243.1	isoform X2	777	angiotensin-converting enzyme 2-like
107751135	ace2	angiotensin I converting enzyme 2	Sinocyclocheilus rhinocerous		307959	NW_015639297.1:900107-913857	+	chr Un	PROTEIN_CODING	XM_016566756.1	transcript variant X1	2065	XM_016566756.1:56-1975	XP_016422242.1	isoform X1	639	angiotensin-converting enzyme 2-like
108250149	ace2	angiotensin I converting enzyme 2	Kryptolebias marmoratus	mangrove rivulus	37003	NC_051444.1:1512471-1524610	+	chr LG15	PROTEIN_CODING	XM_017439896.3		3064	XM_017439896.3:31-2475	XP_017295385.1		814	angiotensin-converting enzyme 2
108259124	ace2	angiotensin I converting enzyme 2	Ictalurus punctatus	channel catfish	7998	NC_030442.1:17580960-17593102	+	chr 27	PROTEIN_CODING	XM_017458347.1		2683	XM_017458347.1:46-2463	XP_017313836.1		805	angiotensin-converting enzyme 2
108291904	ACE2	angiotensin converting enzyme 2	Cebus imitator	Panamanian white-faced capuchin	2715852	NW_016107786.1:1399613-1446814	-	chr Un	PROTEIN_CODING	XM_017512377.2	transcript variant X2	2900	XM_017512377.2:132-2549	XP_017367866.1		805	angiotensin-converting enzyme 2
108291904	ACE2	angiotensin converting enzyme 2	Cebus imitator	Panamanian white-faced capuchin	2715852	NW_016107786.1:1399613-1446814	-	chr Un	PROTEIN_CODING	XM_017512376.2	transcript variant X1	3415	XM_017512376.2:132-2549	XP_017367865.1		805	angiotensin-converting enzyme 2
108390919	ACE2	angiotensin converting enzyme 2	Manis javanica	Malayan pangolin	9974	NW_023436049.1:8136374-8173443	-	chr Un	PROTEIN_CODING	XM_017650263.2		2771	XM_017650263.2:1-2418	XP_017505752.1		805	angiotensin-converting enzyme 2
108425708	ace2	angiotensin I converting enzyme 2	Pygocentrus nattereri	red-bellied piranha	42514	NC_051235.1:9645611-9663607	+	chr 25	PROTEIN_CODING	XM_017694590.2		2617	XM_017694590.2:49-2478	XP_017550079.2		809	angiotensin-converting enzyme 2
108495975	ACE2	angiotensin converting enzyme 2	Lepidothrix coronata	blue-crowned manakin	321398	NW_016690215.1:4798379-4831675	-	chr Un	PROTEIN_CODING	XM_017812242.1	transcript variant X2	2936	XM_017812242.1:174-2609	XP_017667731.1		811	angiotensin-converting enzyme 2
108495975	ACE2	angiotensin converting enzyme 2	Lepidothrix coronata	blue-crowned manakin	321398	NW_016690215.1:4798379-4831675	-	chr Un	PROTEIN_CODING	XM_017812240.1	transcript variant X1	3325	XM_017812240.1:174-2609	XP_017667729.1		811	angiotensin-converting enzyme 2
108539696	ACE2	angiotensin converting enzyme 2	Rhinopithecus bieti	black snub-nosed monkey	61621	NW_016809119.1:383191-426966	-	chr Un	PROTEIN_CODING	XM_017888581.1	transcript variant X2	3093	XM_017888581.1:53-2227	XP_017744070.1		724	angiotensin-converting enzyme 2
108539696	ACE2	angiotensin converting enzyme 2	Rhinopithecus bieti	black snub-nosed monkey	61621	NW_016809119.1:383191-426966	-	chr Un	PROTEIN_CODING	XM_017888580.1	transcript variant X1	3090	XM_017888580.1:53-2227	XP_017744069.1		724	angiotensin-converting enzyme 2
108792313	ACE2	angiotensin converting enzyme 2	Nanorana parkeri		125878	NW_017306896.1:646043-699720	+	chr Un	PROTEIN_CODING	XM_018563056.1		2500	XM_018563056.1:179-2500	XP_018418558.1		773	angiotensin-converting enzyme 2
108887946	ace2	angiotensin I converting enzyme 2	Lates calcarifer	barramundi perch	8187	NW_017364165.1:5616800-5629500	+	chr Un	PROTEIN_CODING	XM_018683673.1		3462	XM_018683673.1:127-2550	XP_018539189.1		807	angiotensin-converting enzyme 2
108920456	ace2	angiotensin I converting enzyme 2	Scleropages formosus	Asian bonytongue	113540	NC_041819.1:9976396-9985785	+	chr 14	PROTEIN_CODING	XM_018729217.1	transcript variant X2	2909	XM_018729217.1:416-2845	XP_018584733.1		809	angiotensin-converting enzyme 2
108920456	ace2	angiotensin I converting enzyme 2	Scleropages formosus	Asian bonytongue	113540	NC_041819.1:9976396-9985785	+	chr 14	PROTEIN_CODING	XM_018729216.1	transcript variant X1	3584	XM_018729216.1:416-2845	XP_018584732.1		809	angiotensin-converting enzyme 2
109248320	ACE2	angiotensin converting enzyme 2	Panthera pardus	leopard	9691	NW_017619916.1:9671154-9712643	-	chr Un	PROTEIN_CODING	XM_019417964.1	transcript variant X2	3009	XM_019417964.1:321-2738	XP_019273509.1	isoform X1	805	angiotensin-converting enzyme 2
109248320	ACE2	angiotensin converting enzyme 2	Panthera pardus	leopard	9691	NW_017619916.1:9671154-9712643	-	chr Un	PROTEIN_CODING	XM_019417963.1	transcript variant X1	3358	XM_019417963.1:321-2738	XP_019273508.1	isoform X1	805	angiotensin-converting enzyme 2
109248320	ACE2	angiotensin converting enzyme 2	Panthera pardus	leopard	9691	NW_017619916.1:9671154-9712643	-	chr Un	PROTEIN_CODING	XM_019417965.1	transcript variant X3	3068	XM_019417965.1:397-2448	XP_019273510.1	isoform X2	683	angiotensin-converting enzyme 2
109303314	ACE2	angiotensin converting enzyme 2	Gavialis gangeticus	Gharial	94835	NW_017729032.1:178224610-178275735	-	chr Un	PROTEIN_CODING	XM_019525515.1	transcript variant X1	3389	XM_019525515.1:106-2517	XP_019381060.1	isoform X1	803	angiotensin-converting enzyme 2
109303314	ACE2	angiotensin converting enzyme 2	Gavialis gangeticus	Gharial	94835	NW_017729032.1:178224610-178275735	-	chr Un	PROTEIN_CODING	XM_019525516.1	transcript variant X2	2483	XM_019525516.1:106-2403	XP_019381061.1	isoform X2	765	angiotensin-converting enzyme 2
109306030	ACE2	angiotensin converting enzyme 2	Crocodylus porosus	Australian saltwater crocodile	8502	NW_017728906.1:65180841-65215103	+	chr Un	PROTEIN_CODING	XM_019529281.1	transcript variant X1	3392	XM_019529281.1:104-2515	XP_019384826.1	isoform X1	803	angiotensin-converting enzyme 2
109306030	ACE2	angiotensin converting enzyme 2	Crocodylus porosus	Australian saltwater crocodile	8502	NW_017728906.1:65180841-65215103	+	chr Un	PROTEIN_CODING	XM_019529282.1	transcript variant X2	2472	XM_019529282.1:104-2401	XP_019384827.1	isoform X2	765	angiotensin-converting enzyme 2
109395939	ACE2	angiotensin converting enzyme 2	Hipposideros armiger	great roundleaf bat	186990	NW_017731363.1:1269096-1311158	-	chr Un	PROTEIN_CODING	XM_019667409.1	transcript variant X3	2893	XM_019667409.1:147-2567	XP_019522954.1		806	angiotensin-converting enzyme 2
109395939	ACE2	angiotensin converting enzyme 2	Hipposideros armiger	great roundleaf bat	186990	NW_017731363.1:1269096-1311158	-	chr Un	PROTEIN_CODING	XM_019667391.1	transcript variant X1	3428	XM_019667391.1:147-2567	XP_019522936.1		806	angiotensin-converting enzyme 2
109395939	ACE2	angiotensin converting enzyme 2	Hipposideros armiger	great roundleaf bat	186990	NW_017731363.1:1269096-1311158	-	chr Un	PROTEIN_CODING	XM_019667398.1	transcript variant X2	3539	XM_019667398.1:258-2678	XP_019522943.1		806	angiotensin-converting enzyme 2
109526010	ace2	angiotensin I converting enzyme 2	Hippocampus comes	tiger tail seahorse	109280	NW_017805824.1:4741684-4751825	+	chr Un	PROTEIN_CODING	XM_019887003.1	transcript variant X2	2659	XM_019887003.1:423-2501	XP_019742562.1	isoform X2	692	angiotensin-converting enzyme 2
109526010	ace2	angiotensin I converting enzyme 2	Hippocampus comes	tiger tail seahorse	109280	NW_017805824.1:4741684-4751825	+	chr Un	PROTEIN_CODING	XM_019887002.1	transcript variant X1	3263	XM_019887002.1:420-2837	XP_019742561.1	isoform X1	805	angiotensin-converting enzyme 2
109555348	ACE2	angiotensin converting enzyme 2	Bos indicus	zebu cattle	9915	NC_032679.1:79950409-80002068	+	chr X	PROTEIN_CODING	XM_019956160.1	transcript variant X1	2851	XM_019956160.1:191-2626	XP_019811719.1	isoform X1	811	angiotensin-converting enzyme 2
109555348	ACE2	angiotensin converting enzyme 2	Bos indicus	zebu cattle	9915	NC_032679.1:79950409-80002068	+	chr X	PROTEIN_CODING	XM_019956161.1	transcript variant X2	3339	XM_019956161.1:69-2483	XP_019811720.1	isoform X2	804	angiotensin-converting enzyme 2
109624773	ace2	angiotensin I converting enzyme 2	Paralichthys olivaceus	Japanese flounder	8255	NW_017859645.1:482959-557477	+	chr Un	PROTEIN_CODING	XM_020079678.1	transcript variant X3	2363	XM_020079678.1:227-2350	XP_019935237.1	isoform X3	707	angiotensin-converting enzyme 2
109624773	ace2	angiotensin I converting enzyme 2	Paralichthys olivaceus	Japanese flounder	8255	NW_017859645.1:482959-557477	+	chr Un	PROTEIN_CODING	XM_020079677.1	transcript variant X2	2302	XM_020079677.1:139-2289	XP_019935236.1	isoform X2	716	angiotensin-converting enzyme 2
109624773	ace2	angiotensin I converting enzyme 2	Paralichthys olivaceus	Japanese flounder	8255	NW_017859645.1:482959-557477	+	chr Un	PROTEIN_CODING	XM_020079676.1	transcript variant X1	2194	XM_020079676.1:16-2181	XP_019935235.1	isoform X1	721	angiotensin-converting enzyme 2
109965722	ace2	angiotensin I converting enzyme 2	Monopterus albus	swamp eel	43700	NW_018127884.1:221340-232729	+	chr Un	PROTEIN_CODING	XM_020609990.1		2924	XM_020609990.1:470-2908	XP_020465646.1		812	angiotensin-converting enzyme 2
109987032	ace2	angiotensin I converting enzyme 2	Labrus bergylta	ballan wrasse	56723	NW_018114522.1:443053-455474	+	chr Un	PROTEIN_CODING	XM_020637971.2		3542	XM_020637971.2:47-2467	XP_020493627.1		806	angiotensin-converting enzyme 2
110075460	ACE2	angiotensin converting enzyme 2	Pogona vitticeps	central bearded dragon	103695	NW_018150775.1:573271-619351	+	chr Un	PROTEIN_CODING	XM_020786763.1		3485	XM_020786763.1:89-2554	XP_020642422.1		821	angiotensin-converting enzyme 2
110150353	ACE2	angiotensin converting enzyme 2	Odocoileus virginianus texanus		9880	NW_018326974.1:520081-557671	-	chr Un	PROTEIN_CODING	XM_020913306.1		2242	XM_020913306.1:203-2242	XP_020768965.1		679	angiotensin-converting enzyme 2
110161222	ace2	angiotensin I converting enzyme 2	Boleophthalmus pectinirostris	great blue-spotted mudskipper	150288	NW_018354995.1:197739-228968	+	chr Un	PROTEIN_CODING	XM_020925939.1		2424	XM_020925939.1:1-2424	XP_020781598.1		807	angiotensin-converting enzyme 2
110222490	ACE2	angiotensin converting enzyme 2	Phascolarctos cinereus	koala	38626	NW_018344073.1:4967642-5058667	-	chr Un	PROTEIN_CODING	XM_021007494.1		3085	XM_021007494.1:544-2967	XP_020863153.1		807	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
110286854	Ace2	angiotensin converting enzyme 2	Mus caroli	Ryukyu mouse	10089	NC_034589.1:152444117-152492588	+	chr X	PROTEIN_CODING	XM_021153479.2		3390	XM_021153479.2:182-2599	XP_021009138.1		805	angiotensin-converting enzyme 2
110313851	Ace2	angiotensin converting enzyme 2	Mus pahari	shrew mouse	10093	NC_034613.1:142200476-142250047	+	chr X	PROTEIN_CODING	XM_021188276.2		2873	XM_021188276.2:331-2748	XP_021043935.1		805	angiotensin-converting enzyme 2
110392736	ACE2	angiotensin converting enzyme 2	Numida meleagris	helmeted guineafowl	8996	NC_034409.1:119723584-119746818	+	chr 1	PROTEIN_CODING	XM_021385056.1		3311	XM_021385056.1:263-2695	XP_021240731.1		810	angiotensin-converting enzyme 2
110471619	ACE2	angiotensin converting enzyme 2	Lonchura striata domestica	Bengalese finch	299123	NC_042565.1:17411246-17436333	+	chr 1	PROTEIN_CODING	XM_021532351.2		3058	XM_021532351.2:1-2430	XP_021388026.1		809	angiotensin-converting enzyme 2
110572485	ACE2	angiotensin converting enzyme 2	Neomonachus schauinslandi	Hawaiian monk seal	29088	NW_018726540.1:502592-543432	-	chr X	PROTEIN_CODING	XM_021680811.1	transcript variant X2	3543	XM_021680811.1:343-2637	XP_021536486.1	isoform X2	764	angiotensin-converting enzyme 2
110572485	ACE2	angiotensin converting enzyme 2	Neomonachus schauinslandi	Hawaiian monk seal	29088	NW_018726540.1:502592-543432	-	chr X	PROTEIN_CODING	XM_021680805.1	transcript variant X1	3666	XM_021680805.1:343-2760	XP_021536480.1	isoform X1	805	angiotensin-converting enzyme 2
110960891	ace2	angiotensin I converting enzyme 2	Acanthochromis polyacanthus	spiny chromis	80966	NW_019029960.1:36248-54400	+	chr Un	PROTEIN_CODING	XM_022208299.1	transcript variant X3	3289	XM_022208299.1:263-2653	XP_022063991.1	isoform X3	796	angiotensin-converting enzyme 2
110960891	ace2	angiotensin I converting enzyme 2	Acanthochromis polyacanthus	spiny chromis	80966	NW_019029960.1:36248-54400	+	chr Un	PROTEIN_CODING	XM_022208300.1	transcript variant X4	4165	XM_022208300.1:1139-3529	XP_022063992.1	isoform X3	796	angiotensin-converting enzyme 2
110960891	ace2	angiotensin I converting enzyme 2	Acanthochromis polyacanthus	spiny chromis	80966	NW_019029960.1:36248-54400	+	chr Un	PROTEIN_CODING	XM_022208297.1	transcript variant X2	5533	XM_022208297.1:2480-4897	XP_022063989.1	isoform X2	805	angiotensin-converting enzyme 2
110960891	ace2	angiotensin I converting enzyme 2	Acanthochromis polyacanthus	spiny chromis	80966	NW_019029960.1:36248-54400	+	chr Un	PROTEIN_CODING	XM_022208296.1	transcript variant X1	5567	XM_022208296.1:2478-4931	XP_022063988.1	isoform X1	817	angiotensin-converting enzyme 2
111157129	ACE2	angiotensin converting enzyme 2	Enhydra lutris kenyoni		391180	NW_019154136.1:1963421-2002161	+	chr Un	PROTEIN_CODING	XM_022518370.1	transcript variant X1	2515	XM_022518370.1:71-2488	XP_022374078.1	isoform X1	805	angiotensin-converting enzyme 2
111157129	ACE2	angiotensin converting enzyme 2	Enhydra lutris kenyoni		391180	NW_019154136.1:1963421-2002161	+	chr Un	PROTEIN_CODING	XM_022518371.1	transcript variant X2	2418	XM_022518371.1:1-2418	XP_022374079.1	isoform X2	805	angiotensin-converting enzyme 2
111168887	ACE2	angiotensin converting enzyme 2	Delphinapterus leucas	beluga whale	9749	NW_022098033.1:906672-1003582	-	chr Un	PROTEIN_CODING	XM_022562652.2		3493	XM_022562652.2:208-2622	XP_022418360.1		804	angiotensin-converting enzyme 2
111224725	ace2	angiotensin I converting enzyme 2	Seriola dumerili	greater amberjack	41447	NW_019174266.1:5868297-5894712	+	chr Un	PROTEIN_CODING	XM_022749342.1	transcript variant X2	2799	XM_022749342.1:113-2416	XP_022605063.1	isoform X2	767	angiotensin-converting enzyme 2
111224725	ace2	angiotensin I converting enzyme 2	Seriola dumerili	greater amberjack	41447	NW_019174266.1:5868297-5894712	+	chr Un	PROTEIN_CODING	XM_022749333.1	transcript variant X1	2816	XM_022749333.1:10-2433	XP_022605054.1	isoform X1	807	angiotensin-converting enzyme 2
111531712	ACE2	angiotensin converting enzyme 2	Piliocolobus tephrosceles	Ugandan red Colobus	591936	NC_045456.1:7964333-8011600	+	chr Y	PROTEIN_CODING	XM_023199053.2		3595	XM_023199053.2:307-2724	XP_023054821.1		805	angiotensin-converting enzyme 2
111567340	ace2	angiotensin I converting enzyme 2	Amphiprion ocellaris	clown anemonefish	80972	NW_019371894.1:305460-319716	-	chr Un	PROTEIN_CODING	XM_023268388.2		3922	XM_023268388.2:175-2598	XP_023124156.1		807	angiotensin-converting enzyme 2
111651666	ace2	angiotensin I converting enzyme 2	Seriola lalandi dorsalis		1841481	NW_019524265.1:312556-322949	+	chr Un	PROTEIN_CODING	XM_023401677.1		3700	XM_023401677.1:64-2487	XP_023257445.1		807	angiotensin-converting enzyme 2
111850234	ace2	angiotensin I converting enzyme 2	Paramormyrops kingsleyae		1676925	NW_019712688.1:723220-734761	-	chr Un	PROTEIN_CODING	XM_023823901.1		2499	XM_023823901.1:36-2453	XP_023679669.1		805	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
111922841	ACE2	angiotensin converting enzyme 2	Cyanistes caeruleus	blue tit	156563	NW_019776234.1:5219381-5248138	-	chr 1	PROTEIN_CODING	XM_023918416.1		6958	XM_023918416.1:141-2585	XP_023774184.1		814	angiotensin-converting enzyme 2
112076415	ace2	angiotensin I converting enzyme 2	Salvelinus alpinus	Arctic char	8036	NW_019945013.1:28929-49723	-	chr Un	PROTEIN_CODING	XM_024143199.1		2449	XM_024143199.1:3-2372	XP_023998967.1		789	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
112160389	ace2	angiotensin I converting enzyme 2	Oryzias melastigma	Indian medaka	30732	NC_050514.1:11590954-11598180	+	chr LG3	PROTEIN_CODING	XM_024294863.2		3360	XM_024294863.2:86-2545	XP_024150631.1		819	angiotensin-converting enzyme 2
112239661	ace2	angiotensin I converting enzyme 2	Oncorhynchus tshawytscha	Chinook salmon	74940	NW_024609820.1:852019-871477	+	chr Un	PROTEIN_CODING	XM_042318957.1		2682	XM_042318957.1:42-2465	XP_042174891.1		807	angiotensin-converting enzyme 2
112313373	ACE2	angiotensin converting enzyme 2	Desmodus rotundus	common vampire bat	9430	NW_020093379.1:10971592-11013885	+	chr Un	PROTEIN_CODING	XM_024569930.1	transcript variant X1	3045	XM_024569930.1:330-2744	XP_024425698.1	isoform X1	804	angiotensin-converting enzyme 2
112313373	ACE2	angiotensin converting enzyme 2	Desmodus rotundus	common vampire bat	9430	NW_020093379.1:10971592-11013885	+	chr Un	PROTEIN_CODING	XM_024569931.1	transcript variant X2	2756	XM_024569931.1:242-2455	XP_024425699.1	isoform X2	737	angiotensin-converting enzyme 2
112399149	ACE2	angiotensin converting enzyme 2	Neophocaena asiaeorientalis asiaeorientalis	Yangtze finless porpoise	1706337	NW_020173141.1:35424-99560	+	chr Un	PROTEIN_CODING	XM_024744126.1		4111	XM_024744126.1:835-3249	XP_024599894.1		804	angiotensin-converting enzyme 2
112615413	ACE2	angiotensin converting enzyme 2	Theropithecus gelada	gelada	9565	NC_037689.1:37194640-37241322	-	chr X	PROTEIN_CODING	XM_025372062.1		3592	XM_025372062.1:304-2721	XP_025227847.1		805	angiotensin-converting enzyme 2
112653200	ACE2	angiotensin converting enzyme 2	Canis lupus dingo	dingo	286419	NW_023365275.1:11774892-11815339	-	chr X	PROTEIN_CODING	XM_025437140.2	transcript variant X1	3652	XM_025437140.2:313-2727	XP_025292925.2		804	angiotensin-converting enzyme 2
